1.28E+03,56000,6.40E+00
1.41E+03,56200,7.06E+00
1.30E+03,56400,6.50E+00
1.62E+03,56600,8.12E+00
1.51E+03,56800,7.54E+00
1.47E+03,57000,7.37E+00
1.38E+03,57200,6.88E+00
1.52E+03,57400,7.59E+00
1.44E+03,57600,7.19E+00
1.47E+03,57800,7.36E+00
1.44E+03,58000,7.18E+00
1.48E+03,58200,7.42E+00
1.41E+03,58400,7.03E+00
1.53E+03,58600,7.66E+00
1.43E+03,58800,7.13E+00
1.39E+03,59000,6.96E+00
1.49E+03,59200,7.43E+00
1.43E+03,59400,7.13E+00
1.34E+03,59600,6.68E+00
1.40E+03,59800,7.00E+00
1.23E+03,60000,6.17E+00
1.34E+03,60200,6.68E+00
1.59E+03,60400,7.93E+00
1.63E+03,60600,8.16E+00
1.61E+03,60800,8.03E+00
1.53E+03,61000,7.67E+00
1.62E+03,61200,8.09E+00
1.48E+03,61400,7.40E+00
1.54E+03,61600,7.70E+00
1.47E+03,61800,7.34E+00
1.51E+03,62000,7.54E+00
1.55E+03,62200,7.76E+00
1.70E+03,62400,8.52E+00
1.57E+03,62600,7.87E+00
1.53E+03,62800,7.67E+00
1.60E+03,63000,7.99E+00
1.51E+03,63200,7.55E+00
1.56E+03,63400,7.81E+00
1.49E+03,63600,7.47E+00
1.54E+03,63800,7.70E+00
1.54E+03,64000,7.72E+00
1.53E+03,64200,7.66E+00
1.45E+03,64400,7.27E+00
1.47E+03,64600,7.36E+00
1.52E+03,64800,7.60E+00
1.53E+03,65000,7.65E+00
1.47E+03,65200,7.33E+00
1.38E+03,65400,6.88E+00
1.41E+03,65600,7.06E+00
1.39E+03,65800,6.97E+00
1.33E+03,66000,6.64E+00
1.34E+03,66200,6.72E+00
1.40E+03,66400,7.02E+00
1.55E+03,66600,7.75E+00
1.53E+03,66800,7.66E+00
1.44E+03,67000,7.20E+00
1.24E+03,67200,6.18E+00
1.37E+03,67400,6.83E+00
1.50E+03,67600,7.50E+00
1.42E+03,67800,7.11E+00
1.39E+03,68000,6.94E+00
1.37E+03,68200,6.84E+00
1.31E+03,68400,6.53E+00
1.41E+03,68600,7.05E+00
1.51E+03,68800,7.55E+00
1.49E+03,69000,7.44E+00
1.39E+03,69200,6.94E+00
1.45E+03,69400,7.24E+00
1.49E+03,69600,7.43E+00
1.51E+03,69800,7.55E+00
1.47E+03,70000,7.35E+00
1.57E+03,70200,7.86E+00
1.48E+03,70400,7.38E+00
1.50E+03,70600,7.51E+00
1.45E+03,70800,7.26E+00
1.59E+03,71000,7.97E+00
1.50E+03,71200,7.52E+00
1.42E+03,71400,7.10E+00
1.48E+03,71600,7.40E+00
1.50E+03,71800,7.48E+00
1.47E+03,72000,7.36E+00
1.40E+03,72200,7.02E+00
1.49E+03,72400,7.43E+00
1.63E+03,72600,8.13E+00
1.50E+03,72800,7.49E+00
1.40E+03,73000,6.99E+00
1.57E+03,73200,7.83E+00
1.40E+03,73400,7.01E+00
1.33E+03,73600,6.66E+00
1.45E+03,73800,7.24E+00
1.46E+03,74000,7.29E+00
